#freq(GHz)  lamb(cm)    S(mJy)  ErrS(mJy)
6.223963    4.8 0.018   0.003
8.449517    3.5 0.060   0.014
21.99900    1.4 0.047   0.011
32.94901    0.9 0.115   0.014
43.99902    0.7 0.084   0.017
