#freq(GHz)  lamb(cm)    S(mJy)  ErrS(uJy)
5.999001    5.0 0.045   0.015
6.223963    4.8 0.011   0.003
8.449517    3.5 0.030   0.010
9.999001    3.0 0.027   0.009
21.99900    1.4 0.069   0.012
32.94901    0.9 0.140   0.016
43.99902    0.7 0.30    0.03
