#freq(GHz)	lamb(cm)    S(mJy)  ErrS(uJy)
5.999001    5.0 0.071   0.014
6.223963    4.8 0.051   0.006
8.449517    3.5 0.054   0.011
9.999001    3.0 0.100   0.013
21.99900    1.4 0.200   0.022
32.94901    0.9 0.32    0.04
43.99902    0.7 0.60    0.07
